artist,album,albumyear,genre,bayesian,votes,rating,played
Superior,Ultra - Live (Disc 1),2004,"Progressive Metal, Technical DTI",4.06,14,4.21,103
Superior,Behind,1996,"Progressive Metal, Technical DTI",4.17,64,4.30,293
Superior,Ultima Ratio,2002,"Progressive Metal, Technical DTI",4.23,63,4.40,319
Supernal Endgame,Touch The Sky - Volume 2,2014,Progressive Rock,3.95,19,3.79,22
Supernal Endgame,Touch The Sky,2010,Progressive Rock,4.01,3,4.00,10
Supersister,Present From Nancy,1970,,0.00,0,0.00,0
Supertramp,Crisis? What Crisis?,1976,"Crossover Prog, AOR",3.92,21,3.69,32
Supertramp,Brother Where You Bound,1985,"Crossover Prog, AOR",3.98,20,3.90,18
Supertramp,Famous Last Words,1982,"Crossover Prog, AOR",4.04,15,4.13,28
Supertramp,Breakfast In America,1979,"Crossover Prog, AOR",4.06,66,4.10,142
Supertramp,Crime of the Century,1974,"Crossover Prog, AOR",4.19,94,4.28,306
Supertramp,Even in the Quietest Moments,1977,"Crossover Prog, AOR",4.20,86,4.31,365
Supper's Ready,Listen To The Pictures,2000,"Progressive Rock, Symphonic, Genesis & Influenced",3.96,33,3.88,95
Suspyre,The Silvery Image,2005,"Progressive Metal, Technical DTI",3.97,44,3.92,259
Suspyre,Suspyre,2012,"Progressive Metal, Technical DTI",4.07,36,4.15,114
Suspyre,A Great Divide,2007,"Progressive Metal, Technical DTI",4.22,166,4.29,654
Suspyre,When Time Fades,2008,"Progressive Metal, Technical DTI",4.27,145,4.36,805
Sylvan,Deliverance.,2002,"Neo-Prog, Heavy Prog",3.83,39,3.60,87
Sylvan,Presets,2007,"Neo-Prog, Heavy Prog",4.07,127,4.09,300
Sylvan,Sceneries CD1,2012,"Neo-Prog, Heavy Prog",4.07,38,4.14,88
Sylvan,Home,2014,"Neo-Prog, Heavy Prog",4.08,26,4.19,51
Sylvan,Force of Gravity,2009,"Neo-Prog, Heavy Prog",4.10,136,4.13,194
Sylvan,Encounters,2000,"Neo-Prog, Heavy Prog",4.12,34,4.26,122
Sylvan,Sceneries CD2,2012,"Neo-Prog, Heavy Prog",4.13,20,4.42,62
Sylvan,Leaving Backstage CD 1,2008,"Neo-Prog, Heavy Prog",4.17,46,4.34,64
Sylvan,Posthumous Silence,2006,"Neo-Prog, Heavy Prog",4.27,193,4.34,995
Sylvan,Leaving Backstage CD 2,2008,"Neo-Prog, Heavy Prog",4.28,61,4.49,65
Sylvan,Artificial Paradise,2002,"Neo-Prog, Heavy Prog",4.34,207,4.41,986
Sylvan,X-Rayed,2004,"Neo-Prog, Heavy Prog",4.35,180,4.44,1037
Sylvium,Waiting For The Noise,2015,Heavy Prog,4.01,2,4.00,4
Sylvium,The Gift of Anxiety,2013,Heavy Prog,4.02,1,4.50,3
Sylvium,Purified,2012,Heavy Prog,4.03,1,5.00,3
Symbolica,Precession,2012,"Progressive Metal, Melodic Metal",3.98,6,3.67,12
Symmetry,A Soul's Roadmap (Preview),2004,Progressive Metal,4.01,3,4.00,9
Symphony,Mind Reflections,2008,Progressive Metal,4.01,30,4.00,66
Symphony X,Iconoclast (Bonus Disc),2011,"Progressive Metal, Neo Classical",4.10,22,4.30,41
Symphony X,Symphony X (Special Edition),1994,"Progressive Metal, Neo Classical",4.15,59,4.27,105
Symphony X,Underworld,2015,"Progressive Metal, Neo Classical",4.16,31,4.39,62
Symphony X,Iconoclast,2011,"Progressive Metal, Neo Classical",4.25,80,4.39,217
Symphony X,Live On The Edge Of Forever (Disc 2),2001,"Progressive Metal, Neo Classical",4.30,29,4.79,46
Symphony X,Live On The Edge Of Forever,2001,"Progressive Metal, Neo Classical",4.35,88,4.55,250
Symphony X,The Damnation Game,1995,"Progressive Metal, Neo Classical",4.38,121,4.52,611
Symphony X,Twilight In Olympus,1998,"Progressive Metal, Neo Classical",4.57,245,4.69,896
Symphony X,The Divine Wings Of Tragedy,1997,"Progressive Metal, Neo Classical",4.60,296,4.69,916
Symphony X,V: The New Mythology Suite,2000,"Progressive Metal, Neo Classical",4.62,261,4.74,1019
Symphony X,Paradise Lost,2007,"Progressive Metal, Neo Classical",4.63,436,4.69,1379
Symphony X,The Odyssey,2002,"Progressive Metal, Neo Classical",4.69,455,4.76,1496
Symphorce,Godspeed,2005,"Progressive Metal, Power Metal",3.97,24,3.87,113
Symphorce,Unrestricted,2011,"Progressive Metal, Power Metal",4.00,8,3.88,14
Synaesthesia,Synaesthesia,2013,Crossover Prog,4.12,12,4.54,36
Syzygy,Realms Of Eternity,2009,"Progressive Rock, Symphonic",3.98,45,3.94,94
Syzygy,The Allegory of Light,2003,"Progressive Rock, Symphonic",4.01,15,4.00,27
T,Fragmentropy,2015,"Neo-Prog, Progressive Rock",4.09,6,4.67,21
T2,It'll All Work Out In Boomland,1970,Heavy Prog,3.92,45,3.82,89
Taboo Voodoo,Somethin's Cookin,2002,"Heavy Prog-Fusion, Guitar Oriented Rock, Instrumental",3.80,38,3.53,108
Tad Morose,Matters Of The Dark,2002,"Progressive Metal, Iron Maiden and Influenced",3.95,10,3.60,62
Tad Morose,Modus Vivendi,2003,"Progressive Metal, Iron Maiden and Influenced",4.02,30,4.02,83
Tadashi Goto,Innervisions,2008,"Heavy Prog-Fusion, Keyboard Oriented, LTE/Planet X and Influenced, Instrumental",3.94,36,3.83,64
Tadashi Goto,Innervisions,2008,"Heavy Prog-Fusion, Keyboard Oriented, LTE/Planet X and Influenced, Instrumental",3.97,33,3.91,54
Tak Matsumoto,Hana,2003,"Guitar Oriented Rock, Instrumental, Eastern/Ethnic Influence",4.01,73,4.01,161
Tangerine Dream,Phaedra,1974,Berlin-School,0.00,0,0.00,0
Tangerine Dream,Force Majeure,1979,"Progressive Rock, Electronic",4.00,14,3.93,23
Tangerine Dream,Tangram,1980,"Progressive Rock, Electronic",4.01,8,4.00,7
Taproban,Posidonian Fields,2006,"Progressive Rock, Symphonic",4.00,13,3.92,42
Tarkus,Ao Vivo Em Niteroi,2005,"Progressive Rock, Symphonic",4.10,47,4.19,106
Tarot,The Warrior's Spell,2015,Metal,4.02,1,4.50,5
TCP,Fantastic Dreamer,2011,"Progressive Rock, Eclectic Prog, Genesis & Influenced",3.88,33,3.67,131
TCP,The Way,2009,"Progressive Rock, Eclectic Prog, Genesis & Influenced",3.99,64,3.97,228
Tears,Emptiness,2003,Progressive Rock,3.96,9,3.67,22
Tears For The Dead Gods,Tears For The Dead Gods,2004,"Heavy Prog, Space Rock",3.93,21,3.71,39
Telergy,The Exodus,2011,Progressive Metal,0.00,0,0.00,15
Telergy,The Legend of Goody Cole,2013,Progressive Metal,4.01,7,4.00,9
Telergy,Hypatia,2015,Progressive Metal,4.02,1,4.50,7
Tempano,Childhood's End,2000,Crossover Prog,3.95,14,3.71,79
Tempano,Atabal - Yemal,2003,Crossover Prog,3.99,36,3.96,72
Tempano,The Agony and the Ecstacy,2002,Crossover Prog,4.02,17,4.03,117
Tempano,Selective Memory,2008,Crossover Prog,4.10,44,4.20,103
Tempul,All the Windows of the World,2013,"Progressive Rock, Experimental",4.04,14,4.11,29
Tempul,Tempul,2011,"Progressive Rock, Experimental",4.06,12,4.25,12
Tempus Fugit,Tales From a Forgotten World Extended and Remastered,1997,"Progressive Rock, Symphonic",3.97,18,3.86,33
Tempus Fugit,The Dawn After the Storm,1999,"Progressive Rock, Symphonic",4.04,25,4.08,59
Tempus Fugit,Chessboard,2008,"Progressive Rock, Symphonic",4.21,68,4.35,259
Ten Jinn,As On A Darkling Plain,1999,"Crossover Prog, AOR",3.98,29,3.93,77
Teramaze,AnhedoniA,2012,Heavy Prog,4.11,36,4.25,88
Teramaze,Her Halo,2015,Heavy Prog,4.13,16,4.47,42
Teramaze,Esoteric Symbolism,2014,Heavy Prog,4.19,29,4.50,86
Tesla Manaf,Tesla Manaf,2014,"Jazz Fusion, Instrumental",0.00,0,0.00,2
Tesseract,Polaris,2015,"Progressive Metal, Djent, Thrash",4.13,17,4.47,57
Tesseract,One,2011,"Progressive Metal, Djent, Thrash",4.14,16,4.53,43
Tesseract,Altered State,2013,"Progressive Metal, Djent, Thrash",4.38,66,4.66,210
Tetrafusion,Absolute Zero,2009,Heavy Prog-Fusion,4.06,45,4.11,140
Tetrafusion,Absolute Zero,2009,Heavy Prog-Fusion,4.07,46,4.12,135
Tetrafusion,Horizons,2012,Heavy Prog-Fusion,4.09,39,4.18,177
Tetrafusion,Horizons,2012,Heavy Prog-Fusion,4.09,39,4.18,170
Tetrafusion,Altered State,2010,Heavy Prog-Fusion,4.15,54,4.27,197
Tetrafusion,Altered State,2010,Heavy Prog-Fusion,4.17,55,4.31,186
Tetsuo Sakurai,Gentle Hearts,2001,"Jazz Fusion, Instrumental",4.03,55,4.05,65
Thalion,Another Sun,2004,"Progressive Metal, Melodic Metal, Female Fronted",4.04,23,4.11,80
Thank You Scientist,Stranger Heads Prevail,2016,Cross Prog,0.00,0,0.00,0
Thank You Scientist,The Perils Of Time Travel,2011,"Progressive Rock, Psychedelic Rock, Space Rock, Instrumental",4.06,5,4.50,15
Thank You Scientist,Maps of Non-Existent Places,2012,"Progressive Rock, Psychedelic Rock, Space Rock, Instrumental",4.07,49,4.12,91
The Aaron Clift Experiment,"Outer Light, Inner Darkness",2015,Crossover Prog,4.00,3,3.83,7
The Algorithm,Identity,2010,"Progressive Metal, Technical, Electronic, Psychadelic Rock, Djent",3.96,12,3.75,32
The Algorithm,Polymorphic Code,2012,"Progressive Metal, Technical, Electronic, Psychadelic Rock, Djent",3.99,74,3.97,245
The Amber Light,Play,2008,"Prog Related, Symphonic",3.92,15,3.60,35
The Arc Light Sessions,Perchance to Dream,2015,"Progressive Rock, Symphonic",0.00,0,0.00,2
The Aristocrats,Tres Caballeros ,2015,Rock/Fusion,4.03,3,4.33,3
The Aristocrats,Culture Clash,2013,"Guitar Oriented Rock, Instrumental, Jazz Fusion",4.05,37,4.09,89
The Aristocrats,The Aristocrats,2011,"Guitar Oriented Rock, Instrumental, Jazz Fusion",4.07,73,4.11,253
The Aristocrats,"BOING, We'll Do It Live!",2013,"Guitar Oriented Rock, Instrumental, Jazz Fusion",4.11,23,4.30,36
The Arkitecht,Hyperstructure,2008,"Experimental, Post Metal",3.99,8,3.81,12
The Aurora Project,Selling The Aggression,2013,Progressive Metal,0.00,0,0.00,0
The Aurora Project,Shadow Border,2009,Progressive Metal,0.00,0,0.00,0
The Aurora Project,Unspoken Words,2005,Progressive Metal,0.00,0,0.00,0
The Barstool Philosophers,Crossing Over,2015,"Progressive Metal, Melodic Metal, Queensryche and Influenced",3.92,5,3.00,8
The Barstool Philosophers,Sparrows,2009,"Progressive Metal, Melodic Metal, Queensryche and Influenced",4.10,42,4.19,197
The Ben Cameron Project,Tipping Point,2014,Crossover Prog,4.00,3,3.83,2
The Black Noodle Project,Play Again,2006,"Psychedelic Rock, Space Rock, Pink Floyd and Influenced",3.84,39,3.63,119
The Blue Ship,The Executioner's Lover,2014,RIO/Avant-Prog,4.00,4,3.75,10
The Bob Lazar Story,Space Roots,2012,"Progressive Rock, Instrumental",3.98,1,2.50,13
The Bob Lazar Story,Self-Loathing Joe,2015,"Progressive Rock, Instrumental",4.00,3,3.83,17
The Bob Lazar Story,The Silence Of Perez De Cuellar,2007,"Progressive Rock, Instrumental",4.03,2,4.50,9
The Carl Verheyen Band,Take One Step,2006,Guitar Oriented Rock,3.86,28,3.59,82
The Chronicles Project,When Darkness Falls,2015,"Power Metal, Progressive Metal",4.00,3,3.67,9
The Contortionist,Language,2014,"Progressive Metal, Technical, Death Metal",3.97,2,2.75,6
The Crest,Vain City Chronicles,2005,"Progressive Metal, Symphonic, Goth Doom, Female Fronted",3.92,24,3.73,126
The Crest,Letter From Fire,2002,"Progressive Metal, Symphonic, Goth Doom, Female Fronted",3.93,12,3.58,46
The Crystal Caravan,The Crystal Caravan,2009,"Prog Related, Hard Rock",3.95,20,3.80,21
The Custodian,Necessary Wasted Time,2013,Heavy Prog,4.04,13,4.12,36
The D Project,Big Face,2011,"Neo-Prog, Progressive Rock, Symphonic",3.95,38,3.87,155
The D Project,Making Sense,2014,"Neo-Prog, Progressive Rock, Symphonic",3.98,8,3.75,17
The D Project,The Sagarmatha Dilemma,2008,"Neo-Prog, Progressive Rock, Symphonic",4.08,33,4.17,178
The D Project,Shimmering Lights,2006,"Neo-Prog, Progressive Rock, Symphonic",4.13,89,4.19,442
The Deadstation,Episode 01: Like Peering Into The Deepest Ocean Abyss,2012,"Progressive Metal, Technical DTI",4.00,14,3.93,60
The Deserts Of Traun,Part III: The Lilac Moon,2003,Eclectic Prog,3.96,50,3.90,131
The Dreamside,Lunar Nature,2009,"Progressive Metal, Symphonic, Goth Doom, Female Fronted",3.91,29,3.72,45
The Dust Connection,Nine Days Wonder,2009,"Progressive Metal, Melodic Metal",4.09,35,4.19,199
The Dystopian Project,Death Leaves An Echo,2014,Heavy Prog,4.00,3,3.83,8
The Element,From Sand Part I,2012,Progressive Metal,3.99,6,3.75,36
The Experiment No.Q,The Experiment No.Q,2014,Progressive Metal,4.03,1,5.00,14
The Fents,First Offense,1983,"Prog-Fusion, Instrumental",3.94,47,3.86,137
The Fents,The Other Side.,1987,"Prog-Fusion, Instrumental",4.00,19,3.97,37
The Fierce And The Dead,Spooky Action,2013,"Progressive Metal, Technical Metal, Post Metal",3.98,5,3.60,18
The Flower Kings,Flower Power Disc 2,1998,"Progressive Rock, Symphonic",3.99,94,3.97,403
The Flower Kings,Banks of Eden (Bonus Disk),2012,"Progressive Rock, Symphonic",4.00,5,3.80,12
The Flower Kings,Desolation Rose (bonus disc),2013,"Progressive Rock, Symphonic",4.00,5,3.90,8
The Flower Kings,The Sum Of No Evil,2007,"Progressive Rock, Symphonic",4.03,122,4.03,238
The Flower Kings,The Sum of No Evil [Limited Edition Bonus Disc],2007,"Progressive Rock, Symphonic",4.07,22,4.18,56
The Flower Kings,The Rainmaker,2001,"Progressive Rock, Symphonic",4.07,67,4.11,233
The Flower Kings,Unfold The Future (CD 2),2002,"Progressive Rock, Symphonic",4.07,69,4.12,106
The Flower Kings,Banks of Eden,2012,"Progressive Rock, Symphonic",4.10,60,4.17,198
The Flower Kings,Desolation Rose,2013,"Progressive Rock, Symphonic",4.14,25,4.38,62
The Flower Kings,Alive On Planet Earth (Disc 1),2000,"Progressive Rock, Symphonic, Cover Songs",4.15,33,4.35,52
The Flower Kings,Retropolis,1996,"Progressive Rock, Symphonic",4.16,106,4.23,297
The Flower Kings,Instant Delivery - Limited Edition CD1,2006,"Progressive Rock, Symphonic",4.16,37,4.36,66
The Flower Kings,Back In The World Of Adventures,1995,"Progressive Rock, Symphonic",4.18,76,4.29,217
The Flower Kings,Alive On Planet Earth (Disc 2),2000,"Progressive Rock, Symphonic",4.19,35,4.44,69
The Flower Kings,Paradox Hotel (Disk 1),2006,"Progressive Rock, Symphonic",4.21,70,4.34,271
The Flower Kings,Space Revolver,2000,"Progressive Rock, Symphonic",4.21,110,4.30,329
The Flower Kings,Paradox Hotel (Disk 2),2006,"Progressive Rock, Symphonic",4.22,54,4.41,180
The Flower Kings,Instant Delivery - Limited Edition CD2,2006,"Progressive Rock, Symphonic",4.23,45,4.47,75
The Flower Kings,Unfold The Future (CD 1),2002,"Progressive Rock, Symphonic",4.25,81,4.40,184
The Flower Kings,Flower Power Disc 1,1998,"Progressive Rock, Symphonic",4.27,52,4.52,173
The Flower Kings,Stardust We Are (CD 1),1997,"Progressive Rock, Symphonic",4.28,92,4.42,493
The Flower Kings,Adam & Eve,2004,"Progressive Rock, Symphonic",4.29,130,4.40,532
The Flower Kings,Stardust We Are (CD 2),1997,"Progressive Rock, Symphonic",4.30,108,4.43,530
The Fractured Dimension,Galaxy Mechanics,2015,RIO/Avant-Prog,3.95,9,3.61,15
The Gathering,Accessories: B-Sides (Disc 1),2005,"Prog Related, Post Rock, Female Fronted",0.00,0,0.00,24
The Gathering,Always...,1992,"Prog Related, Post Rock, Female Fronted",0.00,0,0.00,112
The Gathering,How To Measure A Planet ? (Disk 2),1998,"Prog Related, Post Rock, Female Fronted",3.86,38,3.66,117
The Gathering,Home.,2006,"Prog Related, Post Rock, Female Fronted",3.96,29,3.88,176
The Gathering,Sleepy Buildings - A Semi Acoustic Evening,2004,"Prog Related, Post Rock, Female Fronted",4.00,5,3.80,18
The Gathering,How To Measure A Planet ? (Disk 1),1998,"Prog Related, Post Rock, Female Fronted",4.00,53,3.99,254
The Gathering,Nighttime Birds,1997,"Prog Related, Post Rock, Female Fronted",4.01,36,4.00,152
The Gathering,2013-Afterwords,2013,"Prog Related, Post Rock, Female Fronted",4.01,4,4.00,9
The Gathering,Souvenirs,2003,"Prog Related, Post Rock, Female Fronted",4.08,32,4.17,162
The Gathering,If_Then_Else,2000,"Prog Related, Post Rock, Female Fronted",4.15,33,4.35,158
The Gathering,Mandylion,1995,"Prog Related, Post Rock, Female Fronted",4.55,128,4.75,355
The Gentle Storm,The Diary (Gentle Version),2015,Heavy Prog,3.97,8,3.69,17
The Gentle Storm,The Diary (Storm Version),2015,Heavy Prog,4.02,23,4.02,38
The Gourishankar,Close Grip,2003,"Eclectic Prog, Symphonic",4.22,69,4.37,134
The Gourishankar,2nd Hands,2007,"Eclectic Prog, Symphonic",4.36,217,4.44,884
The Great Gamble,Book 1,2012,Heavy Prog,3.93,41,3.82,169
The Great Game,The Great Game,2014,Crossover Prog,4.00,3,3.67,9
The Hirsch Effekt,Holon- Agnosie,2015,Hard Rock & Metal,0.00,0,0.00,3
The Howland-Imboden Project,Live At The Baked Potato.,2004,"Jazz Fusion, Instrumental",3.92,33,3.77,57
The Inner Road,Ascension,2013,"Progressive Rock, Symphonic",3.95,7,3.50,13
The Inner Road,Visions,2011,"Progressive Rock, Symphonic",4.00,9,3.89,11
The Isosceles Project,Bridges,2012,"Heavy Prog, Instrumental",4.00,6,3.92,5
The Isosceles Project,Oblivion's Candle,2010,"Heavy Prog, Instrumental",4.21,51,4.40,174
The Jelly Jam,The Jelly Jam,2002,"Prog Related, AOR",4.12,96,4.17,315
The Jelly Jam,2,2004,"Prog Related, AOR",4.13,113,4.18,542
The Last Placid Days of Plenty,Headphone Gallery,2005,"Neo-Prog, Progressive Rock",4.00,11,3.91,34
The Laze,The Phantom of the Opera (1925 Motion Picture Soundtrack),2014,"Eclectic Prog, Progressive Rock, Soundtrack",3.99,7,3.79,12
The Living,The Sin,2008,"Eclectic Prog, POSI, Violin Oriented",4.02,34,4.03,88
The Lonely Robot,Please Come Home,2015,Progressive Rock,4.00,7,3.93,25
The Mariana Hollow,Velvet Black Sky,2012,"Progressive Metal, Female Fronted",4.02,3,4.17,18
The Mars Volta,The Bedlam In Goliath,2008,"Heavy Prog, Psychedelic Rock, Post Rock",3.91,70,3.84,77
The Mars Volta,De-Loused In The Comatorium,2003,"Heavy Prog, Psychedelic Rock, Post Rock",3.95,94,3.91,219
The Mars Volta,Frances The Mute,2005,"Heavy Prog, Psychedelic Rock, Post Rock",4.03,81,4.04,135
The Mars Volta,Octahedron,2009,"Heavy Prog, Psychedelic Rock, Post Rock",4.12,55,4.22,122
The Mercury Tree,Permutations,2016,,0.00,0,0.00,0
The Mercury Tree,Countenance,2014,Heavy Prog,4.00,1,3.50,5
The Messenger,Illusory Blues,2014,Post Rock,4.05,7,4.29,29
The Mighty Bard,Blue God And Other Stories,2014,Progressive Rock,4.02,2,4.25,4
The Moody Blues,In Search Of The Lost Chord,1968,"Crossover Prog, Art Rock",3.97,33,3.91,62
The Moody Blues,Seventh Sojourn,1972,"Crossover Prog, Art Rock",3.98,40,3.94,71
The Moody Blues,To Our Children's Children's Children,1969,"Crossover Prog, Art Rock",3.98,29,3.93,113
The Moody Blues,Every Good Boy Deserves Favour,1971,"Crossover Prog, Art Rock",4.01,29,4.00,44
The Moody Blues,A Question of Balance,1970,"Crossover Prog, Art Rock",4.02,37,4.03,162
The Moody Blues,On The Threshold of a Dream,1969,"Crossover Prog, Art Rock",4.07,13,4.27,36
The Moody Blues,Days Of Future Passed,1967,"Crossover Prog, Art Rock",4.08,81,4.12,153
The Moon and the Nightspirit,Of Dreams Forgotten and Fables Untold,2005,"Crossover Prog, Folk/Celtic, Ambient, Female Fronted",3.98,22,3.89,73
The Moor,Year Of The Hunger,2012,"Progressive Metal, Dark",3.90,21,3.64,36
The Mystery Hall,The Voyager Through the Void,2005,"Progressive Metal, Power Metal",4.04,38,4.08,206
The National Orchestra of the United Kingdom of Goats,Vaaya and the Sea,2012,Heavy Prog,4.02,12,4.04,39
The Neal Morse Band,The Grand Experiment,2015,"Progressive Rock, Symphonic, Christian",4.08,20,4.25,33
The Night Watch,Twilight,1997,"Progressive Rock, Symphonic, Genesis & Influenced",3.97,27,3.89,71
The Ocean,Heliocentric,2010,"Progressive Metal, Death Metal, Dark",3.96,25,3.86,76
The Ocean,Pelagial (instrumental),2013,"Progressive Metal, Death Metal, Dark",4.05,2,5.00,36
The Ocean,Pelagial,2013,"Progressive Metal, Death Metal, Dark",4.06,10,4.30,54
The Omega Experiment,Karma EP,2011,"Post Metal, Experimental",4.00,6,3.83,6
The Omega Experiment,The Omega Experiment,2012,"Post Metal, Experimental",4.01,35,4.00,89
The Outsidemen,Band Overboard,1996,"Jazz Fusion, Instrumental",3.99,14,3.89,22
The Paralydium Project,The Paralydium Project,2015,Progressive Metal,4.01,1,4.00,2
The Prodigal Sounds,Fruit of the Steel Tree,2013,Crossover Prog,4.00,7,3.86,10
The Prog Collective,Epilogue,2013,"Progressive Rock, Symphonic, Yes & Yes Influenced, Cover Songs",3.97,11,3.77,21
The Prog Collective,The Prog Collective,2012,"Progressive Rock, Symphonic, Yes & Yes Influenced, Cover Songs",4.00,4,3.88,7
The Psychedelic Ensemble,The Dream Of The Magic Jongleur,2011,"Neo-Prog, Progressive Rock",3.85,36,3.63,44
The Psychedelic Ensemble,The Sunstone,2015,"Neo-Prog, Progressive Rock",4.03,7,4.14,13
The Quest,Change,1996,"Neo-Prog, Progressive Rock",3.94,23,3.78,74
The Quiet Room,Reconceive,2000,"Progressive Metal, Technical DTI",3.95,30,3.85,87
The Quiet Room,Introspect,1997,"Progressive Metal, Technical DTI",3.98,32,3.94,111
The Reasoning,Awakening.,2007,"Crossover Prog, Female Fronted",4.04,60,4.07,85
The Reasoning,Dark Angel,2008,"Crossover Prog, Female Fronted",4.04,25,4.10,55
The Room,Open Fire,2012,Progressive Rock,4.01,12,4.00,25
The Rose Phantom,Abandon,2012,Prog Related,3.97,56,3.94,147
The Rose Phantom,Sketches: Live At Storm Mountain,2014,Prog Related,4.00,5,3.90,11
The Samurai of Prog,Lost and Found,2016,Progressive Rock,0.00,0,0.00,0
The Scintilla Project,The Hybrid,2014,Melodic Metal,4.01,13,4.00,26
The Sean Baker Orchestra,Baker's Dozen,2009,"Guitar Oriented Metal, Neo Classical, Instrumental",4.00,4,3.75,14
The Shadow Theory,Behind The Black Veil,2010,Progressive Rock,4.14,77,4.22,332
The Syn,Syndestructible,2005,"Progressive Rock, Symphonic, Yes & Yes Influenced",4.01,23,4.00,70
The Tangent,A Place In The Queue (Special Edition),2006,"Progressive Rock, Symphonic",3.87,39,3.68,85
The Tangent,The World That We Drive Through,2004,"Progressive Rock, Symphonic",3.98,52,3.95,76
The Tangent,A Place in the Queue,2006,"Progressive Rock, Symphonic",4.04,51,4.06,119
The Tangent,Comm,2011,"Progressive Rock, Symphonic",4.04,38,4.08,143
The Tangent,Le Sacre Du Travail [Limited Edition],2013,"Progressive Rock, Symphonic",4.04,14,4.14,41
The Tangent,The Music That Died Alone,2003,"Progressive Rock, Symphonic",4.07,60,4.11,188
The Tangent,Not As Good As The Book (Disk 1),2008,"Progressive Rock, Symphonic",4.07,67,4.11,118
The Tangent,Not As Good As The Book (Disk 2),2008,"Progressive Rock, Symphonic",4.10,31,4.24,33
The Tea Party,Alhambra,1996,"Prog Related, Art Rock, Eastern/Ethnic Influence",4.00,13,3.96,31
The Tea Party,TRIPtych,1999,"Prog Related, Art Rock, Eastern/Ethnic Influence",4.07,34,4.15,56
The Tea Party,Interzone Mantras,2001,"Prog Related, Art Rock, Eastern/Ethnic Influence",4.07,63,4.11,208
The Tea Party,Transmission,1997,"Prog Related, Art Rock, Eastern/Ethnic Influence",4.11,57,4.18,226
The Tea Party,The Edges Of Twilight,1995,"Prog Related, Art Rock, Eastern/Ethnic Influence",4.24,92,4.35,416
The Third Ending,The Third Ending,2006,"Neo-Prog, Progressive Rock",3.94,25,3.78,54
The Twenty Committee,A Lifeblood Psalm,2013,Progressive Rock,3.99,6,3.75,9
The Underground Railroad,The Origin of Consciousness,2005,"Progressive Rock, Canterbury & Influences",3.86,35,3.64,50
The Watch,Timeless,2011,"Progressive Rock, Symphonic, Genesis & Influenced",3.92,22,3.70,21
The Watch,Ghost,2001,Progressive Rock,3.96,27,3.87,59
The Watch,Planet Earth?,2010,"Progressive Rock, Symphonic, Genesis & Influenced",4.03,34,4.06,81
The Watch,Tracks from the Alps,2014,"Progressive Rock, Symphonic, Genesis & Influenced",4.05,11,4.18,34
The Watch,Primitive,2007,"Progressive Rock, Symphonic, Genesis & Influenced",4.09,65,4.15,126
The Watch,Vacuum,2004,"Progressive Rock, Symphonic, Genesis & Influenced",4.12,72,4.19,409
The Wrong Object,After The Exhibition,2013,"Jazz Fusion, Chamber Ensemble, Instrumental",0.00,0,0.00,0
The Wrong Object,Stories From The Shed,2007,"Jazz Fusion, Chamber Ensemble, Instrumental",0.00,0,0.00,0
Theater Of The Absurd,The Myth Of Sisyphus,2013,Progressive Metal,3.97,3,3.17,6
Theatre Of Tragedy,Theatre Of Tragedy,1995,Gothic Metal,3.94,25,3.78,53
Theatre Of Tragedy,Aegis,1998,"Progressive Metal, Symphonic, Goth Doom, Female Fronted",4.03,33,4.06,47
Theatre Of Tragedy,Forever Is The World,2010,"Progressive Metal, Symphonic, Goth Doom, Female Fronted",4.15,65,4.25,290
Thence,These Stones Cry From The Earth,2011,"Progressive Metal, Ambient",4.07,15,4.23,28
Theo,The Game Of Ouroboros,2015,Progressive Rock,3.98,16,3.87,24
Theocracy,Theocracy,2003,"Progressive Metal, Power Metal, Neo Classical, Christian",3.99,75,3.97,353
Theocracy,Mirror of Souls,2008,"Progressive Metal, Power Metal, Neo Classical, Christian",4.00,78,3.99,221
Theocracy,As The World Bleeds,2011,"Progressive Metal, Power Metal, Neo Classical, Christian",4.17,67,4.28,165
Theodore Ziras,Hyperpyrexia,2007,"Guitar Oriented Metal, Shred, Instrumental",4.03,47,4.05,60
Therion,Sitra Ahra,2010,"Progressive Metal, Nordic, Operatic and Choral, Goth Doom, Neo Classical",3.93,34,3.81,118
Therion,Live in Midgård (disc 2),2002,"Progressive Metal, Nordic, Operatic and Choral, Goth Doom, Neo Classical",3.97,14,3.82,40
Therion,Celebrators of Becoming (CD2),2006,"Progressive Metal, Nordic, Operatic and Choral, Goth Doom, Neo Classical",3.98,21,3.90,52
Therion,Celebrators of Becoming (CD1),2006,"Progressive Metal, Nordic, Operatic and Choral, Goth Doom, Neo Classical",4.00,15,3.93,28
Therion,Theli,1996,"Progressive Metal, Nordic, Operatic and Choral, Goth Doom, Neo Classical",4.01,37,4.00,97
Therion,Live in Midgård (disc 1),2002,"Progressive Metal, Nordic, Operatic and Choral, Goth Doom, Neo Classical",4.02,13,4.04,33
Therion,Vovin,1998,"Progressive Metal, Nordic, Operatic and Choral, Goth Doom, Neo Classical",4.03,30,4.07,75
Therion,Secret of the Runes,2001,"Progressive Metal, Nordic, Operatic and Choral, Goth Doom, Neo Classical",4.10,18,4.33,63
Therion,Sirius B,2004,"Progressive Metal, Nordic, Operatic and Choral, Goth Doom, Neo Classical",4.15,38,4.32,104
